TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionHour,TransactionAmountKategori,AmountToBalanceRatio,AmountPerLogin,TimeOfDay,Cluster
171.11,2023-05-15 16:52:24,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,2024-11-04 08:08:40,16.0,Sedang,0.02705685719209766,171.10999982889,2.0,3
168.54,2023-02-02 16:13:13,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,1.0,13406.0,2024-11-04 08:08:14,16.0,Sedang,0.012571982694315031,168.53999983145997,2.0,2
420.76,2023-02-23 16:04:35,Debit,Miami,Branch,51.0,Retired,76.0,1.0,6581.55,2024-11-04 08:08:38,16.0,Sangat Tinggi,0.06393022920131823,420.75999957923995,2.0,3
408.46,2023-03-01 16:17:46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,2024-11-04 08:08:20,16.0,Sangat Tinggi,0.13005008294087472,408.45999959153994,2.0,1
806.97,2023-08-23 16:35:42,Credit,Detroit,Online,30.0,Doctor,45.0,1.0,10357.26,2024-11-04 08:09:09,16.0,Sangat Tinggi,0.07791346359943865,806.9699991930299,2.0,0
342.17,2023-12-14 16:09:42,Credit,New York,Branch,21.0,Student,247.0,1.0,461.8299999999999,2024-11-04 08:08:32,16.0,Tinggi,0.7409003312891306,342.16999965783,2.0,1
580.71,2023-09-20 16:37:48,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,2024-11-04 08:10:54,16.0,Sangat Tinggi,0.10241798941797135,580.7099994192899,2.0,3
806.97,2023-08-22 18:11:16,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.32,2024-11-04 08:11:57,18.0,Sangat Tinggi,0.19972922936792142,806.9699991930299,2.0,3
253.47,2023-06-14 17:07:08,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51000000000022,2024-11-04 08:08:12,17.0,Tinggi,1.1494716792837072,253.46999974652996,2.0,1
22.81000000000003,2023-05-29 17:53:03,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,2024-11-04 08:07:59,17.0,Rendah,0.006275517503217198,22.80999997718999,2.0,3
266.57,2023-07-03 17:56:59,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,2024-11-04 08:07:10,17.0,Tinggi,0.037124259102450374,266.56999973343,2.0,0
374.61,2023-08-29 18:30:36,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,2024-11-04 08:11:24,18.0,Tinggi,0.2695598362246299,374.60999962539,2.0,1
339.35,2023-02-03 16:08:47,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,2024-11-04 08:08:17,16.0,Tinggi,0.06783336998019712,339.34999966065,2.0,3
806.97,2023-01-17 16:59:03,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,2024-11-04 08:07:19,16.0,Sangat Tinggi,0.08734273394001946,806.9699991930299,2.0,0
15.949999999999989,2023-07-24 17:04:17,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.4200000000001,2024-11-04 08:09:03,17.0,Rendah,0.023933855526508896,15.94999998405001,2.0,1
135.57,2023-06-14 17:17:34,Credit,Boston,Branch,51.0,Doctor,116.0,1.0,11351.64,2024-11-04 08:11:44,17.0,Sedang,0.011942767741047827,135.56999986442997,2.0,2
340.05,2023-10-27 17:26:53,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,2024-11-04 08:07:43,17.0,Tinggi,0.04700621358417409,340.04999965995,2.0,0
283.45,2023-10-17 17:24:47,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,2024-11-04 08:08:51,17.0,Tinggi,0.13830135007873182,283.44999971654994,2.0,1
100.99000000000001,2023-05-29 16:20:29,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,2024-11-04 08:09:12,16.0,Sedang,0.011391644022121006,100.98999989901,2.0,0
90.88,2023-02-20 16:48:49,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.47,2024-11-04 08:07:13,16.0,Sedang,0.02325206538619376,90.87999990911999,2.0,3
655.15,2023-01-02 16:22:54,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,2024-11-04 08:07:15,16.0,Sangat Tinggi,0.11725405552451261,655.1499993448499,2.0,3
320.55,2023-05-01 17:11:47,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,2024-11-04 08:08:14,17.0,Tinggi,0.7305982905966255,320.54999967944997,2.0,1
41.50999999999999,2023-10-04 16:47:33,Debit,Phoenix,Online,28.0,Student,47.999999999999986,1.0,609.6000000000004,2024-11-04 08:11:54,16.0,Rendah,0.06809383202088562,41.50999995848997,2.0,1
71.52999999999997,2023-10-30 16:49:25,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,2024-11-04 08:12:00,16.0,Rendah,0.029882234002987007,71.52999992846998,2.0,1
467.13,2023-09-28 17:18:26,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,2024-11-04 08:06:58,17.0,Sangat Tinggi,0.11932288420468797,467.12999953286993,2.0,3
235.4,2023-09-26 17:02:25,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999997,2024-11-04 08:10:13,17.0,Tinggi,0.28764846766669006,235.39999976459998,2.0,1
159.32,2023-01-16 18:57:13,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.4399999999996,2024-11-04 08:10:32,18.0,Sedang,0.5233215083414692,159.31999984067997,2.0,1
50.829999999999984,2023-12-18 16:06:14,Credit,Philadelphia,Online,30.0,Doctor,47.999999999999986,1.0,9553.42,2024-11-04 08:10:06,16.0,Rendah,0.005320607698603708,50.829999949169974,2.0,0
56.889999999999986,2023-02-03 18:03:56,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,2024-11-04 08:09:52,18.0,Rendah,0.018746684153460258,56.889999943109984,2.0,1
20.22,2023-03-10 18:26:19,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,2024-11-04 08:06:32,18.0,Rendah,0.0036661517373418606,20.219999979779942,2.0,3
50.400000000000006,2023-03-27 17:02:44,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,2024-11-04 08:07:17,17.0,Rendah,0.030053488053124272,50.39999994959999,2.0,1
73.88,2023-05-08 17:42:36,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,2024-11-04 08:08:11,17.0,Rendah,0.01821701125617531,73.87999992611998,2.0,3
119.60999999999999,2023-03-14 16:21:01,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,2024-11-04 08:07:28,16.0,Sedang,0.012081891405401224,119.60999988038998,2.0,0
116.57999999999998,2023-08-31 16:38:18,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,2024-11-04 08:06:50,16.0,Sedang,0.04448361913045762,116.57999988341999,2.0,1
391.96,2023-06-19 16:21:58,Debit,Nashville,ATM,64.0,Retired,79.0,1.0,2174.16,2024-11-04 08:06:47,16.0,Tinggi,0.18028112006467772,391.95999960803994,2.0,1
156.26,2023-01-02 17:49:44,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.1,2024-11-04 08:09:29,17.0,Sedang,0.01989534128671397,156.25999984374,2.0,0
427.0,2023-07-31 17:04:29,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,2024-11-04 08:07:30,17.0,Sangat Tinggi,0.05173468707783202,426.99999957299997,2.0,0
443.68,2023-04-25 18:58:32,Debit,Tucson,ATM,18.0,Student,137.0,1.0,874.1499999999996,2024-11-04 08:10:26,18.0,Sangat Tinggi,0.5075559114562634,443.67999955631996,2.0,1
101.75999999999999,2023-02-20 17:27:24,Debit,Philadelphia,Branch,31.0,Doctor,26.000000000000014,1.0,6043.25,2024-11-04 08:11:08,17.0,Sedang,0.01683862160261171,101.75999989823998,2.0,3
67.57,2023-08-17 16:44:38,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,2024-11-04 08:11:15,16.0,Rendah,0.024427718247934133,67.56999993243,2.0,1
326.29,2023-12-06 17:10:35,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,2024-11-04 08:10:44,17.0,Tinggi,0.0399314181656146,326.28999967371,2.0,0
158.56,2023-02-28 17:28:13,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,2024-11-04 08:10:48,17.0,Sedang,0.029356384958179854,158.55999984144,2.0,3
56.02000000000004,2023-06-19 17:50:29,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,2024-11-04 08:07:58,17.0,Rendah,0.015789087998372114,56.019999943980025,2.0,3
288.28,2023-01-17 17:11:24,Debit,Portland,Online,27.0,Student,36.0,1.0,160.82999999999993,2024-11-04 08:06:33,17.0,Tinggi,1.792451657018017,288.27999971171994,2.0,1
245.67,2023-01-02 18:35:07,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.25,2024-11-04 08:07:45,18.0,Tinggi,0.32658025922189887,245.66999975432998,2.0,1
114.35,2023-11-27 16:16:19,Credit,El Paso,Branch,41.0,Engineer,21.0,1.0,469.1199999999999,2024-11-04 08:10:13,16.0,Sedang,0.24375426330098113,114.34999988564999,2.0,1
373.27,2023-07-18 18:03:03,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,2024-11-04 08:06:36,18.0,Tinggi,0.04421786839239858,373.26999962672994,2.0,0
504.63,2023-11-13 17:07:10,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,2024-11-04 08:07:50,17.0,Sangat Tinggi,0.13258244529916435,504.62999949536993,2.0,3
806.97,2023-12-18 16:33:01,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,2024-11-04 08:10:34,16.0,Sangat Tinggi,0.09167019767191169,806.9699991930299,2.0,0
806.97,2023-03-31 16:52:35,Credit,Houston,Online,68.0,Doctor,127.0,1.0,14881.77,2024-11-04 08:09:09,16.0,Sangat Tinggi,0.054225404639363844,806.9699991930299,2.0,2
15.949999999999989,2023-01-12 16:21:27,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.3400000000006,2024-11-04 08:11:23,16.0,Rendah,0.01441690619518915,15.94999998405001,2.0,1
197.49,2023-07-03 16:36:45,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,2024-11-04 08:06:40,16.0,Sedang,0.03945593996798624,197.48999980251,2.0,3
637.97,2023-10-23 17:17:18,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,2024-11-04 08:07:56,17.0,Sangat Tinggi,0.0802575911777814,637.96999936203,2.0,0
15.949999999999989,2023-05-15 16:51:28,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77000000000044,2024-11-04 08:06:30,16.0,Rendah,0.061400469645988984,15.94999998405001,2.0,1
432.1,2023-03-20 16:28:17,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,2024-11-04 08:10:16,16.0,Sangat Tinggi,0.20437024074151994,432.0999995679,2.0,1
375.17,2023-06-08 17:20:53,Debit,Fort Worth,ATM,51.0,Engineer,66.0,1.0,5495.3,2024-11-04 08:11:26,17.0,Tinggi,0.06827106800355426,375.16999962483,2.0,3
642.68,2023-02-17 16:57:11,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,2024-11-04 08:08:38,16.0,Sangat Tinggi,0.07595379520791022,642.6799993573198,2.0,0
78.44,2023-11-21 17:25:30,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,2024-11-04 08:10:39,17.0,Rendah,0.011416362482605996,78.43999992156,2.0,0
139.72,2023-01-16 17:53:00,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,2024-11-04 08:08:24,17.0,Sedang,0.02761903444076444,139.71999986027998,2.0,3
499.99,2023-08-02 16:01:17,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,2024-11-04 08:09:05,16.0,Sangat Tinggi,0.05627349465390474,499.98999950000996,2.0,0
15.949999999999989,2023-01-17 16:47:41,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.8099999999995,2024-11-04 08:08:57,16.0,Rendah,0.030048416570844477,15.94999998405001,2.0,1
120.62,2023-02-27 16:37:11,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,2024-11-04 08:06:39,16.0,Sedang,0.012859919420268096,120.61999987937998,2.0,0
578.49,2023-10-16 17:46:51,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,2024-11-04 08:06:50,17.0,Sangat Tinggi,0.0893402912373822,578.48999942151,2.0,3
280.92,2024-01-01 18:21:50,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,2024-11-04 08:06:41,18.0,Tinggi,0.05301527689969465,280.91999971908,2.0,3
42.420000000000016,2023-06-01 17:19:57,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.5699999999997,2024-11-04 08:09:11,17.0,Rendah,0.08647084004303886,42.41999995758002,2.0,1
77.03,2023-06-19 16:57:53,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,2024-11-04 08:08:06,16.0,Rendah,0.006810624326385933,77.02999992296998,2.0,2
22.589999999999975,2023-03-27 16:12:36,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,2024-11-04 08:08:22,16.0,Rendah,0.005663428392352066,22.589999977410002,2.0,3
568.76,2023-10-09 16:48:50,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,2024-11-04 08:12:09,16.0,Sangat Tinggi,0.07599354383563557,568.75999943124,2.0,0
105.94,2023-08-07 16:02:55,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,2024-11-04 08:09:59,16.0,Sedang,0.017765927118442132,105.93999989406001,2.0,3
350.15,2023-11-27 16:18:25,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47000000000025,2024-11-04 08:08:37,16.0,Tinggi,1.1810638513131806,350.14999964985,2.0,1
806.97,2023-08-25 17:26:27,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.0599999999995,2024-11-04 08:07:02,17.0,Sangat Tinggi,0.7335690780496217,806.9699991930299,2.0,1
183.67,2023-06-26 16:11:29,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.2600000000002,2024-11-04 08:11:05,16.0,Sedang,0.201777514116624,183.66999981632998,2.0,1
278.27,2023-04-10 16:47:55,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,2024-11-04 08:09:58,16.0,Tinggi,0.04163013850282277,278.26999972172996,2.0,3
470.3,2023-09-12 18:46:45,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,2024-11-04 08:08:00,18.0,Sangat Tinggi,0.05517304486460664,470.29999952969996,2.0,0
261.69,2023-11-27 17:29:25,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,2024-11-04 08:09:09,17.0,Tinggi,0.05104502940515715,261.68999973830995,2.0,3
365.04,2023-03-06 16:29:57,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8900000000003,2024-11-04 08:12:08,16.0,Tinggi,0.41771847715339705,365.03999963496,2.0,1
211.1,2023-09-14 16:58:48,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,2024-11-04 08:07:01,16.0,Tinggi,0.029901823997094817,211.09999978889996,2.0,0
21.49000000000001,2023-05-04 16:51:17,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,2024-11-04 08:08:08,16.0,Rendah,0.0017921415966987708,21.489999978510014,2.0,2
63.579999999999984,2023-09-11 17:43:14,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,2024-11-04 08:11:56,17.0,Rendah,0.007862934143287953,63.579999936419995,2.0,0
321.86,2023-07-24 16:25:51,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,2024-11-04 08:06:35,16.0,Tinggi,0.025490852960717875,321.85999967814,2.0,2
15.949999999999989,2023-12-12 16:17:27,Debit,Jacksonville,Branch,75.0,Retired,127.0,1.0,1730.2799999999997,2024-11-04 08:07:10,16.0,Rendah,0.009218161222455779,15.94999998405001,2.0,1
642.54,2023-05-10 18:49:20,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,2024-11-04 08:10:37,18.0,Sangat Tinggi,0.20442419595497396,642.5399993574599,2.0,1
210.45,2023-12-11 16:47:05,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.4899999999998,2024-11-04 08:06:24,16.0,Tinggi,0.1693776207453023,210.44999978954996,2.0,1
313.65,2023-01-30 16:08:07,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.3599999999997,2024-11-04 08:10:49,16.0,Tinggi,0.16627260968205101,313.64999968634993,2.0,1
99.75999999999999,2023-08-07 16:21:37,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.8900000000003,2024-11-04 08:06:26,16.0,Sedang,0.239295737484134,99.75999990023999,2.0,1
115.32,2023-07-25 17:24:07,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,2024-11-04 08:08:36,17.0,Sedang,0.019449897791896986,115.31999988467999,2.0,3
33.61000000000004,2023-08-21 17:25:00,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.0799999999999,2024-11-04 08:08:40,17.0,Rendah,0.07015529765369012,33.609999966390006,2.0,1
498.59,2023-01-30 16:20:26,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,2024-11-04 08:06:58,16.0,Sangat Tinggi,0.08504022691492139,498.5899995014099,2.0,3
98.81,2023-09-04 16:48:13,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1000000000004,2024-11-04 08:08:11,16.0,Sedang,0.12396186174868397,98.80999990119,2.0,1
15.949999999999989,2023-10-20 18:34:41,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,2024-11-04 08:09:48,18.0,Rendah,0.0021885471065895,15.94999998405001,2.0,0
78.92000000000002,2023-06-15 18:57:42,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,2024-11-04 08:08:28,18.0,Rendah,0.01403057142755304,78.91999992108,2.0,3
194.29,2023-01-23 16:05:42,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,2024-11-04 08:08:57,16.0,Sedang,0.06501450604165258,194.28999980570998,2.0,1
28.730000000000018,2023-10-31 16:11:57,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,2024-11-04 08:08:37,16.0,Rendah,0.010589909176688728,28.72999997127002,2.0,1
105.53,2023-06-16 16:36:20,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.6599999999999,2024-11-04 08:10:14,16.0,Sedang,0.07360880543498906,105.52999989447,2.0,1
737.34,2023-03-20 17:45:22,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,2024-11-04 08:08:06,17.0,Sangat Tinggi,0.10050214269356475,737.33999926266,2.0,0
237.86,2023-02-06 17:48:39,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.6300000000001,2024-11-04 08:10:20,17.0,Tinggi,0.5000946113565163,237.85999976214,2.0,1
409.61,2023-07-26 16:05:48,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,2024-11-04 08:10:16,16.0,Sangat Tinggi,0.03501493825946539,409.60999959039,2.0,2
75.53,2023-08-21 17:36:05,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,2024-11-04 08:07:11,17.0,Rendah,0.07302170445200076,75.52999992446999,2.0,1
72.75,2023-05-01 16:30:03,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,2024-11-04 08:07:19,16.0,Rendah,0.006040958947220204,72.74999992724997,2.0,2
39.109999999999985,2023-09-01 18:05:37,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,2024-11-04 08:08:27,18.0,Rendah,0.0754233038915505,39.10999996089001,2.0,1
729.3800000000001,2023-11-14 17:23:43,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,2024-11-04 08:08:16,17.0,Sangat Tinggi,0.07990884838922616,729.3799992706199,2.0,0
137.49,2023-07-26 16:54:08,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,2024-11-04 08:07:04,16.0,Sedang,0.030751165833522165,137.48999986251,2.0,3
504.7099999999999,2023-04-10 18:27:51,Debit,Detroit,Online,29.0,Engineer,61.0,1.0,6214.54,2024-11-04 08:08:37,18.0,Sangat Tinggi,0.08121437789440872,504.70999949528994,2.0,3
371.47,2023-05-30 16:15:10,Credit,Milwaukee,Branch,24.0,Student,58.0,1.0,1187.0400000000004,2024-11-04 08:07:09,16.0,Tinggi,0.31293806442890476,371.46999962853,2.0,1
430.35,2023-02-20 17:23:03,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.89999999999964,2024-11-04 08:10:51,17.0,Sangat Tinggi,1.2125950972070665,430.34999956965,2.0,1
230.32,2023-05-15 18:15:33,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,2024-11-04 08:08:34,18.0,Tinggi,0.2910064943265724,230.31999976967998,2.0,1
121.70999999999998,2023-09-05 17:02:23,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,2024-11-04 08:11:23,17.0,Sedang,0.020702887790038454,121.70999987828998,2.0,3
98.87,2023-01-03 17:51:07,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.1999999999998,2024-11-04 08:06:58,17.0,Sedang,0.18542760690137775,98.86999990113,2.0,1
117.55000000000001,2023-05-19 16:35:07,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.9400000000005,2024-11-04 08:11:13,16.0,Sedang,0.13091075127499502,117.54999988244998,2.0,1
244.64,2023-02-21 18:41:39,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,2024-11-04 08:06:53,18.0,Tinggi,0.02670870653175189,244.63999975535998,2.0,0
321.93,2023-12-04 18:27:11,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,2024-11-04 08:07:51,18.0,Tinggi,0.0732869992009358,321.92999967807,2.0,3
806.97,2023-01-23 17:24:29,Debit,Columbus,Branch,58.0,Retired,11.0,1.0,1390.98,2024-11-04 08:07:50,17.0,Sangat Tinggi,0.5801449337872722,806.9699991930299,2.0,1
283.23,2023-02-06 16:48:45,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.77,2024-11-04 08:07:38,16.0,Tinggi,0.14099672934176588,283.22999971677,2.0,1
346.65,2024-01-01 16:17:13,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,2024-11-04 08:06:58,16.0,Tinggi,0.05453078200900199,346.64999965334994,2.0,3
381.62,2023-01-27 16:40:28,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,2024-11-04 08:11:46,16.0,Tinggi,0.06350680299277371,381.61999961837995,2.0,3
388.65,2023-02-21 16:02:33,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.85,2024-11-04 08:08:15,16.0,Tinggi,0.049215826563750203,388.6499996113499,2.0,0
29.21999999999997,2023-07-06 18:16:05,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.4300000000003,2024-11-04 08:09:03,18.0,Rendah,0.01771521070914331,29.21999997077998,2.0,1
46.75,2023-07-31 17:37:31,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,2024-11-04 08:09:20,17.0,Rendah,0.01645877560791273,46.74999995324998,2.0,1
348.64,2023-06-09 17:12:09,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,2024-11-04 08:11:22,17.0,Tinggi,0.1064562620611835,348.63999965136,2.0,1
319.17,2023-01-11 16:58:02,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,2024-11-04 08:08:49,16.0,Tinggi,0.04909129501226642,319.16999968083,2.0,3
73.94999999999999,2023-11-03 16:39:45,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.9200000000001,2024-11-04 08:07:22,16.0,Rendah,0.2032040008787557,73.94999992605,2.0,1
389.63,2023-02-16 16:20:06,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,2024-11-04 08:08:55,16.0,Tinggi,0.03996828223476481,389.62999961036996,2.0,0
217.61,2023-03-16 17:36:31,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.5299999999997,2024-11-04 08:10:08,17.0,Tinggi,0.15493439086373742,217.60999978239,2.0,1
199.84,2023-01-16 16:01:34,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.4400000000005,2024-11-04 08:09:14,16.0,Sedang,0.2828831889469976,199.83999980016,2.0,1
56.349999999999994,2023-02-09 16:09:00,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,2024-11-04 08:07:36,16.0,Rendah,0.011058278205475752,56.349999943650005,2.0,3
248.95,2023-06-16 16:19:35,Credit,San Francisco,Branch,65.0,Retired,29.0,1.0,3059.79,2024-11-04 08:09:32,16.0,Tinggi,0.08136179280274745,248.94999975104997,2.0,1
142.58000000000004,2023-06-19 16:20:51,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,2024-11-04 08:06:46,16.0,Sedang,0.018176417570619663,142.57999985742,2.0,0
806.97,2023-07-24 16:42:06,Debit,Fort Worth,ATM,28.0,Student,87.0,1.0,1119.6099999999992,2024-11-04 08:11:32,16.0,Sangat Tinggi,0.7207599074671357,806.9699991930299,2.0,1
333.78,2023-11-30 17:53:48,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,2024-11-04 08:07:50,17.0,Tinggi,0.04900645138555779,333.77999966621996,2.0,0
332.59,2023-07-13 17:50:13,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.0699999999997,2024-11-04 08:09:05,17.0,Tinggi,0.22825945218813906,332.5899996674099,2.0,1
236.81,2023-10-26 16:59:55,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.6800000000003,2024-11-04 08:07:18,16.0,Tinggi,0.29103578802441854,236.80999976318998,2.0,1
417.8,2023-06-26 16:21:14,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.8199999999997,2024-11-04 08:09:17,16.0,Sangat Tinggi,0.27508197153034925,417.7999995822,2.0,1
319.27,2023-08-07 16:54:58,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,2024-11-04 08:12:18,16.0,Tinggi,0.031088299846731754,319.26999968072994,2.0,0
384.1,2023-05-24 18:32:58,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.79,2024-11-04 08:11:42,18.0,Tinggi,0.5709062263104819,384.0999996159,2.0,1
806.97,2023-03-03 17:18:59,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,2024-11-04 08:07:28,17.0,Sangat Tinggi,0.13394137564730216,806.9699991930299,2.0,3
474.77,2023-12-25 16:28:20,Credit,Indianapolis,Online,56.0,Engineer,50.0,1.0,2158.59,2024-11-04 08:08:36,16.0,Sangat Tinggi,0.21994450080829617,474.76999952522993,2.0,1
542.72,2023-09-04 18:37:57,Credit,Indianapolis,Branch,43.0,Doctor,92.0,1.0,6011.8,2024-11-04 08:08:53,18.0,Sangat Tinggi,0.09027579094446084,542.71999945728,2.0,3
79.80000000000001,2023-12-22 17:17:34,Debit,Fort Worth,ATM,73.0,Retired,76.0,1.0,6372.58,2024-11-04 08:06:48,17.0,Sedang,0.012522400660327143,79.79999992020001,2.0,3
